Assembly,isolation source
GCA_001453705.1,Hospital
GCA_001453725.1,Hospital
GCA_001453735.1,Hospital
GCA_001453755.1,Hospital
GCA_001453805.1,Skin_Soft_Tissue
GCA_001453835.1,Skin_Soft_Tissue
GCA_001453825.1,Respiratory
GCA_001453855.1,Hospital
GCA_001453885.1,Skin_Soft_Tissue
GCA_001453905.1,Hospital
GCA_001453915.1,Skin_Soft_Tissue
GCA_001453985.1,Ear_Nose_Throat
GCA_001454045.1,Skin_Soft_Tissue
GCA_001454065.1,Skin_Soft_Tissue
GCA_001454095.1,Water
GCA_001454085.1,Water
GCA_001454125.1,Skin_Soft_Tissue
GCA_001454145.1,Bloodstream
GCA_001454165.1,Skin_Soft_Tissue
GCA_001454205.1,Skin_Soft_Tissue
GCA_001454225.1,Urinary
GCA_001454235.1,Water
GCA_001454305.1,Skin_Soft_Tissue
GCA_001454325.1,Skin_Soft_Tissue
GCA_001454335.1,Ear_Nose_Throat
GCA_001454365.1,Respiratory
GCA_001454395.1,Urinary
GCA_001454415.1,Respiratory
GCA_001454445.1,Bloodstream
GCA_001454465.1,Skin_Soft_Tissue
GCA_001454485.1,Respiratory
GCA_001454515.1,Respiratory
GCA_001454495.1,Urinary
GCA_001454545.1,Skin_Soft_Tissue
GCA_001454565.1,Skin_Soft_Tissue
GCA_001454585.1,Hospital
GCA_001454595.1,Skin_Soft_Tissue
GCA_001454705.1,Hospital
GCA_001454725.1,Water
GCA_001454755.1,Skin_Soft_Tissue
GCA_001454825.1,Respiratory
GCA_001469435.3,Soil
GCA_001471355.2,Respiratory
GCA_001471435.2,Urinary
GCA_001482325.1,Bloodstream
GCA_001482875.1,Ocular
GCA_001482885.1,Ocular
GCA_001482865.1,Ocular
GCA_001483235.1,Water
GCA_001500235.1,Respiratory
GCA_001500245.1,Respiratory
GCA_001518975.1,Respiratory
GCA_001535675.2,Urinary
GCA_001545175.1,Respiratory
GCA_001545205.1,Respiratory
GCA_001545255.1,Respiratory
GCA_001554315.1,Respiratory
GCA_001554305.1,Respiratory
GCA_001554325.1,Respiratory
GCA_001554385.1,Respiratory
GCA_001554375.1,Respiratory
GCA_001554395.1,Respiratory
GCA_001554425.1,Respiratory
GCA_001554455.1,Respiratory
GCA_001554465.1,Respiratory
GCA_001554495.1,Respiratory
GCA_001554505.1,Respiratory
GCA_001554535.1,Respiratory
GCA_001554545.1,Respiratory
GCA_001554575.1,Respiratory
GCA_001554585.1,Respiratory
GCA_001554615.1,Respiratory
GCA_001554625.1,Respiratory
GCA_001554655.1,Respiratory
GCA_001554665.1,Respiratory
GCA_001554695.1,Respiratory
GCA_001554705.1,Respiratory
GCA_001554735.1,Respiratory
GCA_001554745.1,Respiratory
GCA_001554775.1,Respiratory
GCA_001554785.1,Respiratory
GCA_001554805.1,Respiratory
GCA_001554825.1,Respiratory
GCA_001554855.1,Respiratory
GCA_001554875.1,Respiratory
GCA_001554895.1,Respiratory
GCA_001554915.1,Respiratory
GCA_001554935.1,Respiratory
GCA_001554955.1,Respiratory
GCA_001554975.1,Respiratory
GCA_001554995.1,Respiratory
GCA_001555015.1,Respiratory
GCA_001555035.1,Respiratory
GCA_001555055.1,Respiratory
GCA_001555075.1,Respiratory
GCA_001555095.1,Respiratory
GCA_001555115.1,Respiratory
GCA_001555135.1,Respiratory
GCA_001555145.1,Respiratory
GCA_001555155.1,Respiratory
GCA_001555165.1,Respiratory
GCA_001555215.1,Respiratory
GCA_001555225.1,Respiratory
GCA_001555235.1,Respiratory
GCA_001555255.1,Respiratory
GCA_001555295.1,Respiratory
GCA_001555315.1,Respiratory
GCA_001555325.1,Respiratory
GCA_001555335.1,Respiratory
GCA_001555375.1,Respiratory
GCA_001555395.1,Respiratory
GCA_001555415.1,Respiratory
GCA_001555425.1,Respiratory
GCA_001555455.1,Respiratory
GCA_001560865.1,Skin_Soft_Tissue
GCA_001601595.1,Medical_Device
GCA_001601665.1,Bone_Joint
GCA_001601745.1,Skin_Soft_Tissue
GCA_021712915.1,Gastrointestinal
GCA_001619935.1,Water
GCA_001623945.1,Gastrointestinal
GCA_001623955.1,Skin_Soft_Tissue
GCA_001623985.1,Hospital
GCA_001679685.1,Respiratory
GCA_001679905.1,Gastrointestinal
GCA_001680745.1,Respiratory
GCA_001687285.1,Respiratory
GCA_021712855.1,Respiratory
GCA_021712835.1,Respiratory
GCA_021712815.1,Respiratory
GCA_021712775.1,Respiratory
GCA_021712795.1,Respiratory
GCA_001721745.1,Respiratory
GCA_001721765.1,Respiratory
GCA_001721785.1,Respiratory
GCA_001721805.1,Respiratory
GCA_001721825.1,Respiratory
GCA_001721845.1,Respiratory
GCA_001722025.1,Respiratory
GCA_001722045.1,Respiratory
GCA_001729505.1,Skin_Soft_Tissue
GCA_001750205.1,Urinary
GCA_001750225.1,Urinary
GCA_001750705.1,Water
GCA_001765435.1,Respiratory
GCA_001765455.1,Respiratory
GCA_001765465.1,Respiratory
GCA_001765485.1,Respiratory
GCA_001765475.1,Respiratory
GCA_001765545.1,Respiratory
GCA_001765585.1,Respiratory
GCA_001765595.1,Respiratory
GCA_001765575.1,Respiratory
GCA_001765655.1,Respiratory
GCA_001765635.1,Respiratory
GCA_001765645.1,Respiratory
GCA_001765695.1,Respiratory
GCA_001765725.1,Respiratory
GCA_001765715.1,Respiratory
GCA_001765755.1,Respiratory
GCA_001765775.1,Respiratory
GCA_001765795.1,Respiratory
GCA_001765805.1,Respiratory
GCA_001765835.1,Respiratory
GCA_001765845.1,Respiratory
GCA_001765865.1,Respiratory
GCA_001765855.1,Respiratory
GCA_001765925.1,Respiratory
GCA_001765915.1,Respiratory
GCA_001765955.1,Respiratory
GCA_001765975.1,Respiratory
GCA_001765985.1,Respiratory
GCA_001765995.1,Respiratory
GCA_001766035.1,Respiratory
GCA_001766045.1,Respiratory
GCA_001766085.1,Respiratory
GCA_001766075.1,Respiratory
GCA_001766135.1,Respiratory
GCA_001766145.1,Respiratory
GCA_001766125.1,Respiratory
GCA_001766115.1,Respiratory
GCA_001766205.1,Respiratory
GCA_001766195.1,Respiratory
GCA_001765535.1,Respiratory
GCA_001792835.1,Urinary
GCA_001792855.1,Respiratory
GCA_001792875.1,Bloodstream
GCA_001806505.1,Bloodstream
GCA_001807925.1,Bloodstream
GCA_001809935.1,Skin_Soft_Tissue
GCA_001810325.1,Skin_Soft_Tissue
GCA_001810465.1,Skin_Soft_Tissue
GCA_001811215.1,Respiratory
GCA_001811975.1,Skin_Soft_Tissue
GCA_001812145.1,Respiratory
GCA_001812165.1,Respiratory
GCA_001813995.1,Skin_Soft_Tissue
GCA_001802735.1,Bloodstream
GCA_001836415.1,Respiratory
GCA_001836505.1,Respiratory
GCA_001836655.1,Respiratory
GCA_001836645.1,Respiratory
GCA_001836665.1,Respiratory
GCA_001837545.1,Respiratory
GCA_001837685.1,Respiratory
GCA_001870265.1,Respiratory
GCA_001874465.1,Water
GCA_021712675.1,Respiratory
GCA_001900195.1,Urinary
GCA_001900225.1,Urinary
GCA_021712735.1,Respiratory
GCA_021712755.1,Skin_Soft_Tissue
GCA_001632245.1,Skin_Soft_Tissue
GCA_001990285.1,Respiratory
GCA_001990295.1,Respiratory
GCA_001990325.1,Respiratory
GCA_001990335.1,Respiratory
GCA_001990345.1,Respiratory
GCA_001990375.1,Respiratory
GCA_001990405.1,Respiratory
GCA_001990425.1,Respiratory
GCA_001990525.1,Respiratory
GCA_021712935.1,Respiratory
GCA_002001225.1,Respiratory
GCA_002001235.1,Respiratory
GCA_002001265.1,Respiratory
GCA_002001275.1,Respiratory
GCA_002001305.1,Respiratory
GCA_002001315.1,Respiratory
GCA_002001385.1,Respiratory
GCA_002002365.1,Urinary
GCA_002002765.1,Bloodstream
GCA_002003595.1,Urinary
GCA_002005755.1,Respiratory
GCA_002005765.1,Respiratory
GCA_002025515.1,Water
GCA_002025525.1,Water
GCA_002025555.1,Water
GCA_002025565.1,Skin_Soft_Tissue
GCA_002029925.1,Ear_Nose_Throat
GCA_002085755.1,Respiratory
GCA_002088145.1,Bloodstream
GCA_002088215.1,Bloodstream
GCA_002088225.1,Bloodstream
GCA_002094805.1,Gastrointestinal
GCA_002104595.1,Respiratory
GCA_002104615.1,Respiratory
GCA_002134835.1,Urinary
GCA_002134845.1,Urinary
GCA_002134885.1,Respiratory
GCA_002134895.1,Skin_Soft_Tissue
GCA_002134905.1,Urinary
GCA_002134915.1,Urinary
GCA_002134965.1,Urinary
GCA_002134975.1,Urinary
GCA_002134985.1,Urinary
GCA_002135635.1,Respiratory
GCA_002135615.1,Bloodstream
GCA_002135625.1,Respiratory
GCA_002135675.1,Bloodstream
GCA_002135685.1,Bloodstream
GCA_002135705.1,Respiratory
GCA_002135715.1,Respiratory
GCA_002135755.1,Respiratory
GCA_002135765.1,Respiratory
GCA_002135795.1,Bloodstream
GCA_002135805.1,Bloodstream
GCA_002135835.1,Bloodstream
GCA_002135845.1,Respiratory
GCA_002135885.1,Respiratory
GCA_002135875.1,Bloodstream
GCA_002135915.1,Respiratory
GCA_002135925.1,Respiratory
GCA_002135955.1,Respiratory
GCA_002135965.1,Bloodstream
GCA_002135995.1,Bloodstream
GCA_002136005.1,Bloodstream
GCA_002136015.1,Respiratory
GCA_002136055.1,Bloodstream
GCA_002136075.1,Bloodstream
GCA_002136065.1,Bloodstream
GCA_002136115.1,Respiratory
GCA_002136125.1,Bloodstream
GCA_002136135.1,Bloodstream
GCA_002136165.1,Respiratory
GCA_002136195.1,Respiratory
GCA_002136205.1,Respiratory
GCA_002136215.1,Respiratory
GCA_002136245.1,Respiratory
GCA_002136285.1,Bloodstream
GCA_002136275.1,Bloodstream
GCA_002136295.1,Bloodstream
GCA_002136335.1,Bloodstream
GCA_002136355.1,Bloodstream
GCA_002136375.1,Respiratory
GCA_002136365.1,Bloodstream
GCA_002136415.1,Respiratory
GCA_002136445.1,Bloodstream
GCA_002136455.1,Respiratory
GCA_002136435.1,Respiratory
GCA_002136495.1,Respiratory
GCA_002136515.1,Respiratory
GCA_002136525.1,Bloodstream
GCA_002136535.1,Bloodstream
GCA_002154915.1,Respiratory
GCA_002157485.1,Soil
GCA_900069025.1,Respiratory
GCA_002188505.1,Respiratory
GCA_002188535.1,Urinary
GCA_002188565.1,Urinary
GCA_002188585.1,Urinary
GCA_002188615.1,Respiratory
GCA_002188645.1,Urinary
GCA_002188695.1,Urinary
GCA_002189115.1,Urinary
GCA_002189505.1,Urinary
GCA_002192475.1,Respiratory
GCA_002192495.1,Respiratory
GCA_002192765.1,Water
GCA_002192775.1,Water
GCA_002193675.1,Ocular
GCA_002193655.1,Medical_Device
GCA_002193685.1,Skin_Soft_Tissue
GCA_002193745.1,Skin_Soft_Tissue
GCA_002193765.1,Bloodstream
GCA_002193735.1,Skin_Soft_Tissue
GCA_002193755.1,Bloodstream
GCA_002193825.1,Bloodstream
GCA_002193845.1,Bloodstream
GCA_002193895.1,Bloodstream
GCA_002193925.1,Bloodstream
GCA_002193915.1,Ear_Nose_Throat
GCA_002193975.1,Respiratory
GCA_002194075.1,Bloodstream
GCA_002194085.1,Bloodstream
GCA_002194095.1,Bloodstream
GCA_900185255.1,Respiratory
GCA_002201225.1,Skin_Soft_Tissue
GCA_002201255.1,Urinary
GCA_002201295.1,Skin_Soft_Tissue
GCA_002201305.1,Urinary
GCA_002201325.1,Bloodstream
GCA_002201375.1,Skin_Soft_Tissue
GCA_002201405.1,Urinary
GCA_002201385.1,Bloodstream
GCA_002201395.1,Urinary
GCA_002201455.1,Skin_Soft_Tissue
GCA_002204155.1,Soil
GCA_002205335.1,Respiratory
GCA_002205355.1,Respiratory
GCA_002205375.1,Bloodstream
GCA_002206285.2,Respiratory
GCA_002208645.1,Bloodstream
GCA_002216335.1,Soil
GCA_002216325.1,Soil
GCA_002216405.1,Ear_Nose_Throat
GCA_002216425.1,Soil
GCA_002216445.1,Water
GCA_002216465.1,Water
GCA_002216485.1,Soil
GCA_002216505.1,Water
GCA_002237405.1,Water
GCA_002237425.1,Water
GCA_002239425.1,Crop
GCA_002239445.1,Crop
GCA_002239485.1,Water
GCA_002239415.1,Water
GCA_002239465.1,Water
GCA_002239565.1,Crop
GCA_002239545.1,Crop
GCA_021712655.1,Respiratory
GCA_002242775.1,Ocular
GCA_002242855.1,Ocular
GCA_002242885.1,Ocular
GCA_002242915.1,Ocular
GCA_002243265.1,Ocular
GCA_002251125.1,Bloodstream
GCA_002263405.1,Respiratory
GCA_002263435.1,Respiratory
GCA_002263455.1,Respiratory
GCA_002263445.1,Respiratory
GCA_002263545.1,Water
GCA_002263575.1,Water
GCA_002263585.1,Water
GCA_002263615.1,Water
GCA_002263645.1,Water
GCA_002263685.1,Water
GCA_002276485.1,CF_Respiratory
GCA_002285345.1,Water
GCA_002285355.1,Soil
GCA_002285375.1,Water
GCA_002287725.2,Water
GCA_002312055.1,Respiratory
GCA_002312065.1,Respiratory
GCA_002312095.1,Respiratory
GCA_002312115.1,Respiratory
GCA_002312145.1,Water
GCA_002312175.1,Water
GCA_002312195.1,Water
GCA_002312215.1,Water
GCA_002312235.1,Respiratory
GCA_002312245.1,Water
GCA_002312275.1,Water
GCA_002312295.1,Water
GCA_002312315.1,Water
GCA_002312335.1,Water
GCA_002312355.1,Respiratory
GCA_002312375.1,Respiratory
GCA_002312385.1,Respiratory
GCA_002312405.1,Respiratory
GCA_002312415.1,Respiratory
GCA_002312455.1,Respiratory
GCA_002312465.1,Respiratory
GCA_002312495.1,Respiratory
GCA_002312505.1,Respiratory
GCA_002312535.1,Respiratory
GCA_002312545.1,Respiratory
GCA_002312575.1,Respiratory
GCA_002312585.1,Water
GCA_002312615.1,Respiratory
GCA_002312625.1,Water
GCA_002312645.1,Water
GCA_002312675.1,Water
GCA_002312685.1,Water
GCA_002312695.1,Respiratory
GCA_002312705.1,Respiratory
GCA_002312765.1,Respiratory
GCA_002312755.1,Respiratory
GCA_002312795.1,Respiratory
GCA_002325925.1,Water
GCA_002325945.1,Water
GCA_002325965.1,Water
GCA_002325985.1,Water
GCA_002326025.1,Water
GCA_002325955.1,Water
GCA_002326045.1,Industrial
GCA_002326055.1,Water
GCA_002326085.1,Soil
GCA_002326095.1,Water
GCA_002326125.1,Water
GCA_002326165.1,Water
GCA_002326195.1,Soil
GCA_002326205.1,Soil
GCA_002326185.1,Soil
GCA_002326245.1,Soil
GCA_002326265.1,Soil
GCA_002326275.1,Soil
GCA_002326305.1,Soil
GCA_002326325.1,Crop
GCA_002326355.1,Water
GCA_002326345.1,Water
GCA_002326365.1,Water
GCA_002326395.1,Soil
GCA_002326425.1,Water
GCA_002326445.1,Water
GCA_002326435.1,Water
GCA_002326455.1,Water
GCA_002326505.1,Water
GCA_002326525.1,Soil
GCA_002326515.1,Soil
GCA_002326585.1,Water
GCA_002326595.1,Water
GCA_002326605.1,Water
GCA_002326665.1,Water
GCA_002326685.1,Water
GCA_002326725.1,Water
GCA_002326745.1,Industrial
GCA_002329735.1,Water
GCA_002329725.1,Water
GCA_002329775.1,Soil
GCA_002329765.1,Soil
GCA_002329805.1,Soil
GCA_002329815.1,Soil
GCA_002329845.1,Soil
GCA_002329865.1,Soil
GCA_002329885.1,Soil
GCA_002329905.1,Soil
GCA_002329935.1,Water
GCA_002329925.1,Water
GCA_002329965.1,Water
GCA_002329975.1,Water
GCA_002330005.1,Soil
GCA_002330015.1,Soil
GCA_002330045.1,Soil
GCA_002330065.1,Soil
GCA_002330075.1,Water
GCA_002330095.1,Water
GCA_002330125.1,Water
GCA_002330135.1,Water
GCA_002330175.1,Soil
GCA_002330165.1,Water
GCA_002330205.1,Soil
GCA_002330215.1,Soil
GCA_002330235.1,Soil
GCA_002330255.1,Water
GCA_002330315.1,Water
GCA_002330305.1,Water
GCA_002330385.1,Water
GCA_002330395.1,Water
GCA_002330425.1,Water
GCA_002330435.1,Water
GCA_002330465.1,Soil
GCA_002330505.1,Water
GCA_002330515.1,Water
GCA_002330525.1,Water
GCA_002330555.1,Water
GCA_002330595.1,Water
GCA_002330585.1,Water
GCA_002330625.1,Water
GCA_002330605.1,Water
GCA_002330665.1,Water
GCA_002330675.1,Water
GCA_002330695.1,Water
GCA_002330735.1,Water
GCA_002330835.1,Water
GCA_002330885.1,Water
GCA_002330865.1,Water
GCA_002330925.1,Water
GCA_002330955.1,Water
GCA_002331985.1,Water
GCA_002332015.1,Water
GCA_002332065.1,Water
GCA_002332095.1,Soil
GCA_002332085.1,Water
GCA_002332135.1,Water
GCA_002332125.1,Water
GCA_002332165.1,Water
GCA_002332175.1,Water
GCA_002406265.1,Bloodstream
GCA_002406335.1,Respiratory
GCA_002406345.1,Hospital
GCA_002411815.1,Skin_Soft_Tissue
GCA_002411845.1,Skin_Soft_Tissue
GCA_002411865.3,Urinary
GCA_002411915.1,Skin_Soft_Tissue
GCA_021712635.1,Respiratory
GCA_002516415.1,Water
GCA_002591765.1,Respiratory
GCA_002724075.1,Urinary
GCA_002812845.1,Skin_Soft_Tissue
GCA_002812865.1,Urinary
GCA_002812885.1,Urinary
GCA_002812905.2,Respiratory
GCA_002812925.3,Respiratory
GCA_002835765.1,Water
GCA_002835725.1,Water
GCA_002866685.1,Respiratory
GCA_002866725.1,Respiratory
GCA_002866745.1,Respiratory
GCA_002866765.1,Respiratory
GCA_002866785.1,Respiratory
GCA_002866805.1,Respiratory
GCA_002896925.1,Soil
GCA_002915235.1,Water
GCA_002915615.1,Skin_Soft_Tissue
GCA_002927035.1,Respiratory
GCA_002927095.1,Urinary
GCA_002927135.1,Respiratory
GCA_002927155.1,Bloodstream
GCA_002927215.1,Bloodstream
GCA_002927235.1,Bloodstream
GCA_002942025.1,Bloodstream
GCA_002942045.1,Bloodstream
GCA_002946935.1,Urinary
GCA_002964255.1,Bloodstream
GCA_002964275.1,Bloodstream
GCA_002964295.1,Bloodstream
GCA_001811225.1,Gastrointestinal
GCA_003008395.1,Respiratory
GCA_003028335.1,Bone_Joint
GCA_003055235.1,Respiratory
GCA_003055265.1,Bloodstream
GCA_003055275.1,Bloodstream
GCA_003055295.1,Respiratory
GCA_003055325.1,Respiratory
GCA_003055345.1,Respiratory
GCA_003055365.1,Respiratory
GCA_003055385.1,Bloodstream
GCA_003055405.1,Bloodstream
GCA_003055425.1,Respiratory
GCA_003055465.1,Bloodstream
GCA_003055445.1,Respiratory
GCA_003055485.1,Respiratory
GCA_003055505.1,Respiratory
GCA_003055525.1,Bloodstream
GCA_003055545.1,Respiratory
GCA_003055555.1,Bloodstream
GCA_003055585.1,Bloodstream
GCA_003060845.1,Soil
GCA_003071265.1,Bloodstream
GCA_900406855.1,Skin_Soft_Tissue
GCA_900406875.1,Respiratory
GCA_900406845.1,Respiratory
GCA_900406865.1,Skin_Soft_Tissue
GCA_900406885.1,Skin_Soft_Tissue
GCA_900406825.1,Skin_Soft_Tissue
GCA_900406835.1,Skin_Soft_Tissue
GCA_900406895.1,Skin_Soft_Tissue
GCA_900406925.1,Skin_Soft_Tissue
GCA_900406905.1,Skin_Soft_Tissue
GCA_900406935.1,Skin_Soft_Tissue
GCA_900406945.1,Skin_Soft_Tissue
GCA_900406955.1,Skin_Soft_Tissue
GCA_900406975.1,Skin_Soft_Tissue
GCA_900406965.1,Skin_Soft_Tissue
GCA_003143795.1,Respiratory
GCA_003143815.1,Respiratory
GCA_900406915.1,Skin_Soft_Tissue
GCA_003176695.1,Water
GCA_003185875.1,Water
GCA_003186455.1,Skin_Soft_Tissue
GCA_003186505.1,Bloodstream
GCA_003194245.1,Respiratory
GCA_003204235.1,Bloodstream
GCA_003204255.1,Bloodstream
GCA_003204365.1,Bloodstream
GCA_003204355.1,Gastrointestinal
GCA_003204425.1,Bloodstream
GCA_003204435.1,Bloodstream
GCA_003204395.1,Bloodstream
GCA_003204485.1,Bloodstream
GCA_003204515.1,Bloodstream
GCA_003204975.1,Bloodstream
GCA_003206535.1,Respiratory
GCA_900455535.1,Ear_Nose_Throat
GCA_900455365.1,Bloodstream
GCA_900455455.1,Respiratory
GCA_003321505.1,Gastrointestinal
GCA_003324555.1,Bloodstream
GCA_003325515.1,Urinary
GCA_003332375.1,Respiratory
GCA_003332385.1,Respiratory
GCA_003332425.1,Respiratory
GCA_003332415.1,Respiratory
GCA_003332455.1,Ocular
GCA_003332475.1,Respiratory
GCA_003332485.1,Respiratory
GCA_003332535.1,Respiratory
GCA_003332525.1,Respiratory
GCA_003332575.1,Ocular
GCA_003332565.1,Ocular
GCA_003332585.1,Respiratory
GCA_003332625.1,Ocular
GCA_003332645.1,Ocular
GCA_003332655.1,Ocular
GCA_003332665.1,Ocular
GCA_003332705.2,Ocular
GCA_003332715.1,Ocular
GCA_003332735.1,Ocular
GCA_003332755.1,Ocular
GCA_003332795.1,Ocular
GCA_003332785.1,Ocular
GCA_003340635.1,Bloodstream
GCA_900461635.1,Urinary
GCA_900455295.1,Water
GCA_900455415.1,Bloodstream
GCA_003369735.1,Respiratory
GCA_003369755.1,Respiratory
GCA_003369775.1,Respiratory
GCA_003402275.1,Hospital
GCA_003402335.1,Hospital
GCA_003408495.1,Respiratory
GCA_003410435.2,Bloodstream
GCA_003410445.2,Bloodstream
GCA_003410475.2,Bloodstream
GCA_003410485.2,Bloodstream
GCA_003410505.2,Bloodstream
GCA_003410515.2,Bloodstream
GCA_003410555.2,Bloodstream
GCA_003410565.2,Bloodstream
GCA_003410585.2,Bloodstream
GCA_003410645.2,Bloodstream
GCA_003410635.2,Bloodstream
GCA_003410595.2,Bloodstream
GCA_003410625.2,Bloodstream
GCA_003410715.2,Bloodstream
GCA_003410705.2,Bloodstream
GCA_003410695.2,Bloodstream
GCA_003410765.2,Bloodstream
GCA_003410745.2,Bloodstream
GCA_003410785.2,Bloodstream
GCA_003410805.2,Bloodstream
GCA_003410835.2,Bloodstream
GCA_003410875.2,Bloodstream
GCA_003410845.2,Bloodstream
GCA_003410905.2,Bloodstream
GCA_003410855.2,Bloodstream
GCA_003410935.2,Bloodstream
GCA_003410925.2,Bloodstream
GCA_003410975.2,Bloodstream
GCA_003411005.2,Bloodstream
GCA_003411025.2,Bloodstream
GCA_003411035.2,Bloodstream
GCA_003411045.2,Bloodstream
GCA_003411095.2,Bloodstream
GCA_003410985.2,Bloodstream
GCA_003411125.2,Bloodstream
GCA_003411115.2,Bloodstream
GCA_003411165.2,Bloodstream
GCA_003411185.2,Bloodstream
GCA_003411195.2,Bloodstream
GCA_003411145.2,Bloodstream
GCA_003411235.2,Bloodstream
GCA_003411275.2,Bloodstream
GCA_003411265.2,Bloodstream
GCA_003411285.2,Bloodstream
GCA_003411245.2,Bloodstream
GCA_003411345.2,Bloodstream
GCA_003411355.2,Bloodstream
GCA_003411365.2,Bloodstream
GCA_003411335.2,Bloodstream
GCA_003411415.2,Bloodstream
GCA_003411425.2,Bloodstream
GCA_003411445.2,Bloodstream
GCA_003411465.2,Bloodstream
GCA_003411535.2,Bloodstream
GCA_003411475.2,Bloodstream
GCA_003411555.2,Bloodstream
GCA_003411585.1,Bloodstream
GCA_003411565.2,Bloodstream
GCA_003411595.2,Bloodstream
GCA_003411635.2,Bloodstream
GCA_003411645.2,Bloodstream
GCA_003411665.2,Bloodstream
GCA_003411705.2,Bloodstream
GCA_003411725.2,Bloodstream
GCA_003411695.2,Bloodstream
GCA_003411745.2,Bloodstream
GCA_003411765.2,Bloodstream
GCA_003411805.2,Bloodstream
GCA_003411785.2,Bloodstream
GCA_003411845.2,Bloodstream
GCA_003411815.2,Bloodstream
GCA_003411875.2,Bloodstream
GCA_003411905.2,Bloodstream
GCA_003411895.2,Bloodstream
GCA_003411885.2,Bloodstream
GCA_003411985.2,Bloodstream
GCA_003411975.2,Bloodstream
GCA_003411955.2,Bloodstream
GCA_003411965.2,Bloodstream
GCA_003412045.2,Bloodstream
GCA_003412035.2,Bloodstream
GCA_003412075.2,Bloodstream
GCA_003412085.2,Bloodstream
GCA_003412125.2,Bloodstream
GCA_003412165.2,Bloodstream
GCA_003412155.1,Bloodstream
GCA_003412145.2,Bloodstream
GCA_003412115.2,Bloodstream
GCA_003412225.2,Bloodstream
GCA_003412215.2,Bloodstream
GCA_003412255.2,Bloodstream
GCA_003412285.2,Bloodstream
GCA_003412275.2,Bloodstream
GCA_003412295.2,Bloodstream
GCA_003412325.2,Bloodstream
GCA_003412355.2,Bloodstream
GCA_003412365.2,Bloodstream
GCA_003413835.1,Industrial
GCA_003429185.1,Bloodstream
GCA_003429205.1,Bloodstream
GCA_003433235.1,Bloodstream
GCA_003441515.1,Water
GCA_003441535.1,Water
GCA_003441555.1,Water
GCA_003441575.1,Water
GCA_003611335.1,Hospital
GCA_003611355.1,Hospital
GCA_003611345.1,Hospital
GCA_003611395.1,Hospital
GCA_003611405.1,Hospital
GCA_003626935.2,Bloodstream
GCA_003665495.1,Hospital
GCA_003669825.1,Hospital
GCA_003669815.1,Hospital
GCA_003669855.1,Hospital
GCA_003669875.1,Hospital
GCA_003669905.1,Hospital
GCA_003669925.1,Hospital
GCA_003669955.1,Hospital
GCA_003669885.1,Hospital
GCA_003669975.1,Hospital
GCA_003669995.1,Hospital
GCA_003670025.1,Hospital
GCA_003670015.1,Hospital
GCA_003670055.1,Hospital
GCA_003698035.1,CF_Respiratory
GCA_003698025.1,Respiratory
GCA_003698065.1,Skin_Soft_Tissue
GCA_003698325.1,CF_Respiratory
GCA_003698365.1,CF_Respiratory
GCA_003698395.1,CF_Respiratory
GCA_003698435.1,CF_Respiratory
GCA_003698455.1,CF_Respiratory
GCA_003698485.1,CF_Respiratory
GCA_003698505.1,CF_Respiratory
GCA_003698545.1,Ocular
GCA_003698585.1,CF_Respiratory
GCA_003698625.1,CF_Respiratory
GCA_003698635.1,CF_Respiratory
GCA_003698655.1,CF_Respiratory
GCA_003698685.1,CF_Respiratory
GCA_003698705.1,CF_Respiratory
GCA_003698715.1,Water
